2.0,0.24911,0.21049,0.2298,0.2298,nan,0.21049,0.24911,0.26841,0.32633,0.34564,0.40356,0.44218,nan,0.30703,0.30703,0.21049,0.15257,0.15257,0.11395999999999999,0.13326,nan,nan,nan,-0.040497000000000005,nan,-0.059803999999999996,nan,-0.13702999999999999,nan,-0.21425999999999998,-0.19495,-0.13702999999999999,-0.11773,-0.6004,-1.6237,-2.7628,-3.1489,-3.1103,-2.9752,-2.6083,-2.0677,-1.8940000000000001,-1.6044,-1.2954,-1.1603,nan,-0.46525,-0.23356999999999997,-0.09841799999999999,nan,0.28772,0.5001,0.5773199999999999,0.59663,0.63525,nan,nan,0.67386,0.73178,0.7703899999999999,0.80901,0.8862399999999999,nan,nan,nan,nan,1.1565,1.1372,nan,1.1372,1.0793,1.0021,0.86693,0.7703899999999999,0.67386,nan,0.40356,nan,0.21049,0.094651,0.017422999999999998,-0.059803999999999996
2.0,0.68835,0.6172300000000001,0.6172300000000001,0.56981,0.68835,nan,0.71205,nan,0.4987,0.47498999999999997,0.54611,0.33275,nan,nan,nan,0.26163000000000003,nan,0.21422,0.26163000000000003,0.23793000000000003,0.095692,nan,0.1194,-0.022838999999999998,0.16680999999999999,nan,0.16680999999999999,0.04828,0.16680999999999999,nan,0.1431,-0.80514,-2.1801,-3.0098,nan,nan,-2.9624,-2.5831,-2.0379,-2.0853,-1.8482,-1.4689,-1.2319,nan,nan,-0.37843000000000004,-0.33102,-0.14137,0.28534,0.45128,0.4987,nan,0.33275,0.47498999999999997,0.28534,0.42758,nan,0.6172300000000001,0.54611,nan,0.54611,0.6172300000000001,0.66464,0.66464,0.71205,0.80688,0.78317,0.85429,0.80688,0.9017,nan,0.7357600000000001,nan,0.64093,0.56981,0.45128,0.40387,0.35646,0.21422,0.1431,nan,0.1431
1.0,-0.11165,-0.036505,nan,-0.061555,0.038643000000000004,0.051168,nan,nan,0.21399,0.23904,0.063693,0.10127,nan,0.0010692,nan,-0.07407899999999999,-0.16175,-0.12418,-0.1868,-0.1868,-0.32456999999999997,-0.24943,nan,-0.27448,-0.31205,-0.287,nan,-0.32456999999999997,-0.049030000000000004,0.36429,-0.049030000000000004,nan,-1.8526,-2.5164,-2.7419,-2.792,-2.3786,-2.0655,-1.9778,-1.8651,-1.6647,-1.5771,-1.2765,-1.0385,-0.67527,-0.37467,-0.14923,0.076218,0.38934,0.57721,0.66488,0.6774100000000001,nan,0.76508,0.79013,0.8652799999999999,nan,0.9654799999999999,1.0406,1.0657,1.1408,1.216,nan,1.2911,1.3663,nan,1.3663,1.3287,nan,1.1784,1.0531,0.9654799999999999,0.80265,0.68993,0.55216,0.45196000000000003,nan,0.25156,0.13884000000000002,0.063693,nan,nan
2.0,-0.49172,-0.45548999999999995,-0.45548999999999995,-0.43738,-0.40115,nan,nan,-0.22000999999999998,nan,-0.11133,-0.23813,nan,-0.27435,nan,-0.27435,-0.34681,-0.29247,-0.31058,-0.31058,-0.3287,-0.36491999999999997,-0.34681,-0.36491999999999997,nan,-0.31058,-0.31058,-0.3287,nan,nan,-0.14756,-0.29247,-1.0351,nan,-2.6835,-2.6472,-2.611,-2.3393,-1.814,-1.651,-1.4880000000000002,-1.2525,-1.0170000000000001,-0.79965,nan,-0.22000999999999998,-0.038877999999999996,0.087917,0.28717,0.52264,0.68567,nan,0.77623,0.8486899999999999,0.8668,0.95737,0.9754799999999999,0.9936,1.0842,1.1385,1.2109999999999999,1.2834,1.3378,1.374,1.4283,1.4464,1.4827,1.4102,1.3196,1.2653,1.1385,0.9936,0.92114,0.83057,0.7400100000000001,0.6313300000000001,0.55887,0.50453,0.4683,0.45019,0.39585,0.41396000000000005,nan
1.0,-0.3477,-0.24788000000000002,-0.28531,-0.2354,-0.18549000000000002,nan,-0.073193,nan,nan,0.089018,0.014152000000000001,-0.035759,-0.098148,-0.11062999999999999,-0.21045,-0.24788000000000002,-0.31027,-0.28531,nan,-0.39760999999999996,-0.44753000000000004,-0.41008999999999995,-0.41008999999999995,-0.38514,-0.39760999999999996,-0.42257,nan,-0.3477,-0.098148,-0.1231,nan,-1.7203,-2.1819,-2.3441,-2.4939,nan,-1.9199,-1.7702,-1.7702,-1.6703,-1.6204,-1.3834,-1.1088,-0.77195,nan,-0.29779,-0.048237,0.25123,nan,0.68795,0.72538,0.7628199999999999,0.82521,0.8751200000000001,0.9250299999999999,0.96246,1.0623,nan,1.1621,1.2619,nan,1.3617,1.3742,1.4241,nan,1.4865,1.4117,1.3742,nan,1.1496,1.1122,nan,nan,0.68795,0.58813,0.47583000000000003,0.42591999999999997,0.35105,0.31361999999999995,0.3261,nan,0.30114
1.0,0.015378999999999999,0.0406,0.0027681999999999997,-0.009842299999999998,0.0027681999999999997,-0.009842299999999998,nan,0.078431,0.21715,nan,nan,nan,0.29281,nan,0.14148,0.091042,nan,nan,nan,-0.060284000000000004,nan,nan,-0.26205,-0.22421999999999997,-0.22421999999999997,-0.21161,-0.19899999999999998,-0.28726999999999997,nan,-0.17378,nan,0.05321,0.39369,nan,-1.0061,-2.0023,-2.5445,nan,-2.822,-2.4184,nan,-1.9771,-1.8384,-1.7501,-1.6366,nan,nan,-0.71603,-0.33771,-0.19899999999999998,0.078431,0.2802,0.48197,0.57024,0.59546,nan,0.65851,nan,0.7215699999999999,0.7720100000000001,0.82245,0.8728899999999999,0.93594,nan,1.062,1.1377,1.1629,1.226,1.2764,1.3269,nan,1.3143,1.2764,1.1882,1.0747,0.98639,nan,0.69634,0.58285,0.46936000000000005,0.33064,0.25498000000000004
1.0,-0.34443,-0.32979,-0.32979,-0.32979,-0.37371,-0.35907,-0.35907,nan,-0.15409,-0.11017,0.050887,0.065528,0.050887,0.036246,-0.051601,-0.12480999999999999,nan,-0.24194000000000002,-0.25658000000000003,-0.28586,-0.3005,-0.40299,-0.41763,-0.46156,nan,-0.43227,-0.46156,-0.46156,-0.41763,-0.44692,-0.43227,-0.022319,0.16802,-0.59333,nan,nan,-2.4088,-2.6577,-2.4235,-1.8964,nan,-1.6475,-1.5304,-1.4279,-1.1497,-0.87151,nan,-0.35907,-0.27121999999999996,0.021605000000000003,0.27051,0.46083999999999997,0.65118,nan,nan,nan,0.78295,0.8708,0.9293600000000001,0.98793,1.149,nan,1.2661,1.3393,1.3686,1.4711,1.515,nan,1.5589,1.5736,1.5004,1.3686,nan,1.1197,1.0026,0.88544,0.78295,nan,0.56333,nan,0.37299,nan
2.0,0.22125,0.24136999999999997,0.30171,0.34194,0.42239,0.48273,0.50285,0.36205,0.32182,0.28159,0.22125,0.22125,0.18102000000000001,0.12068,0.12068,0.12068,nan,0.040228,0.020114,0.020114,nan,nan,nan,nan,nan,-0.080455,-0.12068,0.040228,nan,-1.0057,-2.293,nan,-3.0372,-3.0372,-2.7556,-2.1522,nan,-1.6896,-1.4281,nan,-0.94535,nan,-0.36205,nan,-0.06034199999999999,nan,0.38216,0.60342,0.68387,0.70398,0.74421,0.7643300000000001,nan,nan,0.84478,0.90512,nan,0.9855799999999999,1.0861,nan,nan,1.2471,1.2471,nan,nan,nan,0.9855799999999999,0.90512,nan,0.56319,0.46262,0.36205,nan,0.10057,-5.0608e-10,nan,-0.16091,-0.20114,-0.22125,-0.24136999999999997,-0.28159,-0.30171
2.0,-0.56844,nan,nan,-0.47265,-0.39602,-0.30022,-0.24275,-0.24275,-0.20443,-0.28107,-0.28107,-0.31938,nan,-0.33854,-0.3577,nan,-0.22359,-0.28107,-0.26191,-0.3577,-0.28107,-0.30022,-0.24275,-0.30022,nan,-0.24275,-0.33854,-0.20443,-0.20443,nan,-0.20443,-0.56844,-1.5072,-2.3885,-2.6567,-2.5417,-2.3502,-2.0819,-1.7946,-1.7946,-1.4689,-1.239,-1.0857,-0.76002,-0.6067600000000001,-0.26191,-0.051167000000000004,0.025467,0.40863,0.5619,0.81096,nan,0.8492700000000001,0.8301200000000001,0.8684299999999999,0.88759,nan,0.92591,1.0025,0.9833799999999999,1.0217,1.0983,1.1366,1.1366,1.2133,1.2516,1.3091,1.3474,nan,1.3474,1.3282,1.2133,1.2324,1.175,nan,0.92591,nan,0.73432,0.65769,0.52358,0.52358,0.46611
1.0,0.059847000000000004,0.084142,nan,0.24206,0.2785,0.42426,0.35138,nan,0.33923000000000003,0.21775999999999998,nan,0.20561,0.16917000000000001,0.13273,0.059847000000000004,0.0477,-0.00088882,-0.061625,-0.12236,-0.11020999999999999,-0.13451,-0.1831,-0.1831,-0.098066,nan,nan,-0.23169,0.071994,0.18132,nan,-1.9201,-2.5397,-2.7097,-2.8676,-2.7947,-2.3209999999999997,-2.0659,-1.8959,-1.7501,-1.6286,-1.4221,-1.0941,-0.7661600000000001,-0.40175,-0.24383000000000002,0.023406,0.20561,0.39997,0.54574,0.58218,nan,0.6307699999999999,0.7158,0.6915,0.6915,nan,0.81297,0.86156,0.9223,0.9465899999999999,1.0195,1.0559,1.1045,1.1652,1.226,1.1895,1.2017,nan,1.1531,nan,0.93445,0.8372700000000001,0.7279399999999999,0.6307699999999999,0.52144,nan,0.2785,0.19347,0.096289,0.023406,-0.025183,-0.049477999999999994
