3.0,-0.50866,-0.45678,-0.26843,-0.0059191,0.23268000000000003,0.49596,0.6952,0.93878,nan,nan,1.3724,1.4014,1.2981,1.1834,1.0496,0.8929299999999999,0.63967,nan,0.11799000000000001,-0.14072,nan,-0.54359,-0.5572600000000001,-0.39963000000000004,nan,0.037823,0.2686,0.49772,nan,0.9567200000000001,1.2119,nan,1.4468,nan,nan,1.335,1.4029,1.4609999999999999,1.5090000000000001,1.5338,nan,1.3894,1.2135,0.9867299999999999,0.71426,0.47112,0.19798,-0.056174,-0.3343,-0.4844,-1.0638,-1.0638,-1.0638,-1.0638,-1.0638,-1.0638,nan,nan,-1.0638,-1.0638,nan,-1.0638,-1.0638,-1.0638,-1.0638,-1.0638,-1.0638,-1.0638,-1.0638,-1.0638,-1.0638,nan,-1.0638,-1.0638,-1.0638,-1.0638,-1.0638,-1.0638,-1.0638,nan
2.0,-0.83919,-0.79965,-0.5764,-0.26927,0.084991,nan,0.47944,0.8395299999999999,1.1471,1.3037,1.4035,nan,1.4692,1.3411,1.173,nan,0.67332,0.5829,0.2991,0.030086,-0.12769,-0.44583999999999996,-0.7630899999999999,-0.93156,-1.0090000000000001,nan,nan,-0.20243,nan,0.42589,0.74865,1.0774,1.4102,1.5429,1.4863,1.3806,1.3201,1.3072,1.4089,1.5432,nan,1.6947,1.5139,1.1822,0.83383,0.45771999999999996,0.088686,nan,-0.55721,-0.81197,nan,-0.18299,-0.51067,-0.7054600000000001,-0.95801,-1.2619,-1.4679,-1.5703,nan,-1.2377,-0.97234,-0.7393,-0.47358999999999996,-0.24768,nan,-0.16957,-0.37434,-0.56194,-0.80957,-1.0631,-1.3304,nan,nan,-1.3693,-1.177,-1.1262,-1.0048,-0.8292700000000001,-0.5373100000000001,-0.25261
3.0,-1.0049,-0.9446899999999999,-0.6513399999999999,-0.34895,nan,0.27047,0.6068600000000001,0.7754300000000001,nan,1.3705,nan,nan,1.4412,1.2801,1.1493,0.94799,0.7579,0.51637,nan,-0.064345,-0.31381,-0.61446,-0.9132899999999999,-0.99108,-0.92814,nan,-0.49138000000000004,-0.14443,nan,0.52036,0.8593799999999999,1.2013,nan,1.54,1.5273,1.4378,nan,nan,nan,1.5475,1.7003,nan,1.3101,nan,nan,0.2728,nan,-0.44448999999999994,nan,-0.8847700000000001,0.030128,nan,0.013788,nan,-0.49393000000000004,-0.72583,-1.0259,-1.3067,-1.4903,nan,-1.3822,-1.2568,-1.0084,-0.77323,-0.51222,-0.33876999999999996,-0.23534000000000002,-0.40926,-0.61035,nan,-1.1941,-1.3953,nan,-1.4686,-1.2778,-1.0309,-0.8562,-0.6470600000000001,-0.45998,-0.21993000000000001
3.0,-0.9774700000000001,-0.8765299999999999,-0.76081,-0.43686,-0.10457000000000001,0.20867,0.5063,0.74446,1.1035,1.1522,1.1985,1.2083,1.1296,1.0003,0.8226399999999999,0.63013,0.46213000000000004,0.036779,nan,-0.45452,-0.72837,-0.91945,-0.9995299999999999,nan,nan,nan,nan,nan,nan,nan,1.3501,1.6524,1.7624,1.6235,1.4634,1.2045,1.0586,1.2522,1.5204,1.7055,1.8129,1.7492,1.5659,1.1386,0.74692,0.29061,-0.030976999999999998,-0.31094,nan,-0.9679700000000001,-0.053269000000000004,0.03474,nan,-0.31025,-0.68101,-0.8586,-1.1144,nan,-1.5147,nan,-1.3792,nan,nan,-0.61455,-0.31145,-0.15796,-0.13655,nan,-0.55115,-0.8317700000000001,-1.1039,-1.2534,nan,-1.4646,-1.3921,-1.2315,-1.0174,-0.72397,-0.39738,-0.18438
2.0,-0.903,-0.8144600000000001,-0.63089,-0.28441,-0.04902,nan,nan,0.8524200000000001,0.9734799999999999,nan,1.2912,1.2502,nan,nan,1.1049,0.87184,0.74021,0.56172,0.3471,0.068854,nan,-0.51461,-0.73932,nan,-0.9995700000000001,-0.7601,-0.43835,-0.090869,nan,0.54135,0.90459,nan,1.5051,1.5359,1.3774,nan,1.3017,nan,1.485,1.6096,1.6076,1.6429,1.4403,1.0762,0.73206,0.37077,nan,-0.34149,nan,-0.9093700000000001,nan,nan,0.017561,-0.38606,-0.78389,-1.0894,-1.3745,-1.6780000000000002,-1.6507,-1.6003,-1.2994,-0.9367,-0.64105,-0.32225,-0.035916000000000003,0.048313,-0.088921,nan,-0.60221,-0.9028799999999999,-1.1641,-1.3796,-1.5499,-1.6474,-1.4958,-1.2182,-1.0081,-0.78288,-0.52577,nan
3.0,-0.9210200000000001,-0.8951100000000001,-0.7295,-0.40625,-0.11316,0.17761,nan,0.8468200000000001,1.0135,1.1435,nan,1.4292,1.4340000000000002,1.3147,nan,0.97736,0.72631,nan,0.28188,0.061916,nan,nan,-0.77113,-0.87121,-0.76141,-0.65595,-0.5021899999999999,-0.19492,0.13867000000000002,0.41346000000000005,nan,1.146,1.4412,1.5813,1.4835,1.3927,1.3898,1.4774,nan,1.5434,1.5552,1.6061,1.4096,1.0481,nan,0.34844,nan,-0.29696999999999996,-0.59234,-0.8146800000000001,-0.041006,-0.024301,-0.13824,-0.45156,-0.7146,-0.9902700000000001,-1.3088,-1.5764,-1.7783,-1.6204,nan,-1.0398,-0.79146,-0.43827,nan,0.058813,-0.054867,-0.19839,nan,-0.8538899999999999,-1.1377,-1.3923,-1.5411,nan,-1.4289,nan,-0.9611,-0.67752,-0.43382,-0.18965
3.0,-0.9952,-0.9051299999999999,-0.70229,-0.40560999999999997,-0.11165,0.2275,0.57668,0.8824799999999999,1.1104,1.3068,1.3835,1.429,nan,1.3405,nan,1.0896,0.8075899999999999,0.48953,0.11752,nan,nan,-0.84809,-0.9455399999999999,nan,nan,-0.5373399999999999,-0.24641999999999997,0.082713,nan,0.73254,1.0593,nan,nan,1.4355,1.4412,1.3083,nan,nan,1.3591,1.4881,1.7112,1.6293,1.3407,0.99429,0.66386,nan,-0.094734,-0.41036000000000006,-0.68943,nan,-0.11048,-0.011569,-0.082442,-0.39876,-0.6513,-0.9421700000000001,-1.1715,-1.4112,-1.4782,-1.5418,-1.3822,-1.1198,-0.88461,-0.60355,-0.49968999999999997,-0.21481999999999998,-0.15222,-0.30711,-0.47296000000000005,-0.75073,nan,nan,-1.435,-1.4924,nan,-1.2219,-0.9683799999999999,-0.71718,-0.46707,nan
1.0,-0.75475,-0.58991,nan,-0.14615999999999998,0.15245,0.53005,0.76881,1.1042,nan,1.3574,1.3957,nan,1.429,1.3422,1.2675,1.0385,nan,0.57134,nan,0.022688,-0.24101,-0.29677,-0.34919,-0.63627,-0.63839,-0.66693,nan,-0.12080999999999999,0.17199,nan,0.7531899999999999,1.1487,1.4765,1.6015,1.5782,1.4162,1.47,1.3138,1.3733,1.514,1.6099,1.6207,1.4142,1.034,0.73978,0.3751,0.08483099999999999,-0.14281,nan,nan,-0.7904800000000001,-0.81926,-0.8537399999999999,-0.93271,nan,-1.1901,nan,-1.2212,-1.2762,-1.2389,-1.1011,-0.97706,-0.91164,-0.83099,nan,-0.49645,-0.6581,-0.79915,-0.8472200000000001,nan,-1.0723,nan,nan,-1.2216,-1.2691,-1.1059,-1.0789,nan,-0.8846,-0.80266
3.0,-0.9602700000000001,-0.8864200000000001,-0.68642,-0.37851,-0.05142000000000001,nan,nan,nan,1.0734,1.2444,1.3880000000000001,nan,nan,nan,1.2409,nan,0.90155,0.6731199999999999,0.44548000000000004,0.092054,-0.27114,-0.61257,-0.8696299999999999,nan,-0.9972200000000001,-0.75748,-0.5048,-0.17906,nan,0.46266999999999997,0.79488,nan,1.4292,1.4537,1.3614,1.3159,1.319,1.4155,1.544,1.5099,1.5769,1.5992,1.3339,1.0002,nan,0.3293,-0.010534,-0.34056,-0.65345,-0.86625,-0.047486,nan,-0.28105,-0.57596,-0.85664,-1.0558,-1.2721,-1.4884,-1.6269999999999998,nan,nan,-0.95639,-0.69752,-0.36252,-0.0812,-0.0080939,nan,-0.34972,-0.65236,nan,nan,-1.4191,-1.5855,-1.5167,-1.3849,-1.2005,-0.8977200000000001,-0.63627,-0.40883,nan
1.0,-0.74362,-0.67352,-0.45491000000000004,-0.13335,0.14373,0.49872,0.82434,1.0204,1.0659999999999998,1.218,1.3201,1.3511,nan,1.2332,nan,1.0822,0.93056,0.6473,0.35436,-0.0080255,-0.3239,nan,-0.5686,-0.70117,-0.65692,-0.38448000000000004,-0.12278,nan,0.46521,0.81019,1.1038,1.4693,1.5743,1.5529,1.3896,nan,1.3745,1.4323,1.46,nan,1.4257,1.1178,1.0613,1.0771,0.87485,0.51612,nan,-0.13888,-0.40701,-0.67173,-0.49761000000000005,-0.5791,-0.7324,-0.97296,-1.1087,nan,-1.5191,-1.4994,-1.4311,-1.2561,-1.0756,-0.8613799999999999,-0.73858,nan,nan,nan,nan,-0.77485,-0.9165200000000001,-1.0414,-1.1401,-1.2002,-1.3581,-1.4140000000000001,-1.3357,-1.1699,-1.0754,-0.85016,nan,nan
